FounderExperience,TeamSize,FundingAmount,MarketSize,InnovationScore,MarketingBudget,CompetitionLevel,IndustryType,FounderEducation,ProductStage,RevenueGrowth,StartupSuccess
3,26,46.63,9,10,15.64,6,FinTech,Bachelors,Idea,87.99,0
16,39,26.21,2,5,3.92,9,AgriTech,Masters,Growth,98.68,1
11,21,13.66,2,4,1.1,5,EdTech,Bachelors,Prototype,21.78,0
21,53,20.02,5,3,17.49,10,SaaS,MBA,MVP,5.8,0
16,49,29.97,10,5,1.6,8,AI,Masters,Growth,43.04,1
9,42,32.68,10,4,5.01,8,SaaS,Bachelors,Idea,68.05,0
21,43,7.78,10,1,13.94,4,Ecommerce,PhD,Idea,57.36,1
0,54,48.85,8,3,8.25,10,AI,PhD,Prototype,94.62,0
21,41,27.28,9,10,17.54,9,Ecommerce,PhD,Idea,79.96,0
23,9,6.87,2,10,6.03,9,SaaS,Bachelors,Growth,85.59,1
17,24,44.69,5,8,0.34,5,Ecommerce,Bachelors,MVP,49.58,0
17,37,3.82,7,7,6.08,6,AI,MBA,Idea,26.0,0
13,49,45.4,6,2,11.6,5,FinTech,Masters,MVP,67.19,0
14,41,49.83,6,1,7.58,3,SaaS,Masters,Growth,38.3,1
11,17,35.05,7,3,10.74,8,SaaS,Masters,Growth,21.65,1
3,24,38.55,3,5,17.54,9,HealthTech,Masters,MVP,6.75,1
2,21,16.93,3,10,18.26,4,SaaS,Bachelors,Growth,48.07,1
19,51,47.08,10,1,5.39,9,AgriTech,Bachelors,Prototype,55.37,1
11,59,26.53,9,3,9.3,9,AgriTech,MBA,Idea,52.57,1
6,39,36.65,8,3,11.03,7,SaaS,Masters,Prototype,2.82,0
10,55,46.21,5,5,18.99,8,FinTech,Bachelors,Prototype,52.7,1
0,41,48.76,6,3,19.97,3,HealthTech,Bachelors,Prototype,8.53,0
5,39,41.68,10,9,4.78,5,EdTech,Bachelors,MVP,63.01,0
14,13,15.22,1,1,14.57,3,Ecommerce,Bachelors,MVP,37.23,1
14,11,48.33,10,4,7.62,7,AI,Masters,Growth,83.37,1
18,46,31.44,1,10,0.26,6,EdTech,Masters,MVP,75.61,0
10,19,46.54,4,10,0.28,3,HealthTech,Bachelors,Growth,69.68,1
22,11,33.84,2,4,9.27,9,AgriTech,PhD,MVP,67.08,1
1,13,15.43,7,1,9.82,1,AgriTech,MBA,Growth,51.65,0
13,46,18.56,2,2,0.55,10,AgriTech,Masters,Idea,-3.28,1
1,45,27.57,10,1,13.77,3,FinTech,Masters,Growth,62.1,0
3,1,39.52,2,6,5.95,10,AgriTech,PhD,Idea,41.36,0
16,40,15.97,5,3,11.24,7,AI,Masters,Growth,41.65,1
2,44,29.03,4,7,6.09,3,Ecommerce,PhD,MVP,31.69,0
12,19,17.35,8,5,3.43,3,SaaS,PhD,MVP,92.2,1
8,12,40.81,4,9,8.2,2,SaaS,Bachelors,Idea,17.44,0
6,8,23.39,6,7,4.72,9,EdTech,Masters,Prototype,24.83,0
14,8,3.93,5,4,10.74,4,Ecommerce,MBA,Prototype,95.93,1
22,53,8.39,2,5,4.06,10,HealthTech,PhD,Growth,79.12,1
10,45,3.15,8,5,10.22,6,Ecommerce,MBA,MVP,-8.45,0
19,12,25.02,2,5,3.23,2,FinTech,Bachelors,Prototype,89.67,1
1,48,5.41,9,10,13.45,9,EdTech,Masters,MVP,14.93,0
14,33,5.8,9,9,15.1,7,EdTech,Bachelors,MVP,67.65,1
13,45,47.06,3,10,2.3,10,FinTech,Bachelors,MVP,50.84,1
19,26,43.65,4,3,9.41,5,Ecommerce,MBA,Growth,49.05,1
21,39,22.66,8,6,1.51,7,AgriTech,MBA,Idea,68.97,1
10,28,49.29,9,8,12.0,4,FinTech,PhD,Growth,12.79,1
2,58,0.11,3,9,5.36,10,AgriTech,Masters,Prototype,7.49,0
16,5,30.74,5,7,10.6,7,AI,Bachelors,Idea,61.71,0
11,8,30.86,8,3,10.4,2,FinTech,PhD,Prototype,21.96,0
23,25,22.93,3,1,18.49,7,AgriTech,PhD,Idea,97.13,1
20,27,19.91,7,4,11.03,4,Ecommerce,Bachelors,Idea,39.67,1
14,46,22.82,8,6,11.7,4,AgriTech,Bachelors,Growth,2.28,1
15,23,20.81,10,3,8.09,1,FinTech,PhD,MVP,65.44,1
4,30,36.55,3,1,18.99,3,HealthTech,Bachelors,MVP,23.68,1
19,45,6.85,2,6,15.57,5,SaaS,Bachelors,Idea,6.34,0
5,47,9.96,10,1,5.78,5,FinTech,MBA,Growth,36.51,0
18,23,9.11,7,9,16.9,2,SaaS,Masters,Prototype,96.06,1
24,49,13.2,9,1,8.7,4,FinTech,PhD,Prototype,35.26,1
4,47,26.31,1,6,16.59,1,Ecommerce,Bachelors,MVP,28.21,1
2,20,5.65,3,1,16.48,9,AI,PhD,MVP,38.9,0
0,18,43.42,5,7,3.86,1,AI,Masters,Prototype,-8.67,1
5,18,14.94,3,3,14.05,6,SaaS,PhD,Prototype,4.64,0
14,2,8.21,1,6,5.88,7,Ecommerce,PhD,Growth,83.46,0
1,4,33.81,7,7,6.02,3,AgriTech,PhD,Prototype,97.58,0
2,30,2.0,7,1,6.0,1,Ecommerce,MBA,Growth,7.37,1
16,33,31.04,10,1,14.54,7,Ecommerce,Masters,MVP,48.91,1
24,36,34.94,8,5,4.67,3,HealthTech,Masters,Prototype,96.3,1
23,18,10.82,5,6,0.12,10,EdTech,PhD,MVP,7.22,1
11,37,2.19,10,9,14.33,6,FinTech,PhD,Idea,10.49,0
17,19,18.25,5,1,3.51,6,Ecommerce,Masters,Idea,91.95,1
14,47,5.02,5,4,2.18,4,Ecommerce,Bachelors,Idea,67.63,1
11,28,5.91,1,10,4.83,6,Ecommerce,MBA,Prototype,6.72,0
15,40,12.79,10,8,7.66,10,AI,Masters,MVP,33.28,1
7,20,14.84,5,10,9.57,4,Ecommerce,PhD,Prototype,-3.81,1
13,49,26.55,6,9,0.99,8,FinTech,Bachelors,MVP,37.59,0
24,33,33.95,1,3,19.41,9,AgriTech,Bachelors,Growth,75.57,1
16,12,29.68,7,2,14.35,2,AgriTech,Bachelors,Prototype,50.94,1
20,58,7.5,1,4,6.53,7,Ecommerce,MBA,Idea,61.22,0
7,51,8.69,2,2,6.44,9,FinTech,MBA,Growth,25.95,0
14,15,43.95,2,1,9.03,9,HealthTech,Masters,MVP,7.75,1
13,41,27.96,5,3,12.56,5,AgriTech,Masters,Prototype,-8.56,0
17,39,43.51,10,7,3.01,1,EdTech,Masters,MVP,80.34,1
19,2,18.64,7,1,3.86,6,AI,Masters,MVP,60.03,0
6,29,30.76,1,2,17.2,8,FinTech,PhD,Prototype,15.23,0
2,41,26.23,10,1,5.2,1,AgriTech,MBA,Prototype,36.03,1
11,10,16.02,1,8,7.67,2,AgriTech,Bachelors,MVP,78.16,0
20,2,23.55,1,5,17.44,1,SaaS,PhD,MVP,49.26,1
23,51,25.17,6,8,13.3,5,HealthTech,Masters,Growth,23.02,1
2,11,10.12,2,3,6.9,2,EdTech,Masters,Idea,19.39,0
19,13,15.82,1,7,13.71,10,EdTech,PhD,MVP,13.94,0
13,10,39.59,6,8,0.49,10,EdTech,Bachelors,Idea,80.61,0
14,14,45.8,2,6,14.74,4,FinTech,MBA,Growth,54.0,1
24,18,18.05,6,7,9.79,1,HealthTech,MBA,Idea,68.01,0
13,51,15.42,10,2,16.28,7,Ecommerce,Bachelors,Idea,84.61,0
6,54,9.84,8,8,19.1,8,SaaS,MBA,Growth,98.55,1
16,9,33.96,2,5,18.52,5,HealthTech,Masters,MVP,17.44,1
11,57,16.22,9,7,18.19,2,HealthTech,Masters,Idea,9.9,0
19,39,49.39,8,1,10.29,8,AgriTech,Masters,MVP,40.82,0
3,28,16.35,10,5,7.27,1,HealthTech,Masters,MVP,-6.14,1
8,3,19.77,1,1,9.35,7,FinTech,Bachelors,Prototype,77.09,0
5,20,30.21,7,8,13.83,1,SaaS,MBA,MVP,87.21,0
15,6,40.1,10,4,17.69,6,FinTech,MBA,MVP,65.46,1
24,27,23.53,6,4,4.22,6,SaaS,PhD,Idea,19.48,1
21,53,21.19,6,2,18.37,5,SaaS,Bachelors,MVP,3.55,1
21,2,49.78,6,5,16.32,2,AgriTech,MBA,MVP,32.04,1
20,29,0.62,6,1,19.58,2,FinTech,MBA,Prototype,81.67,1
20,38,44.76,10,9,17.62,9,SaaS,PhD,Prototype,28.26,1
1,3,7.54,7,5,5.67,5,HealthTech,Masters,Idea,-6.23,0
23,16,39.32,3,6,2.21,5,FinTech,MBA,Idea,20.17,1
7,30,30.93,6,2,2.33,7,SaaS,Masters,Prototype,98.89,0
10,40,17.16,3,10,5.9,6,EdTech,PhD,Prototype,64.43,0
12,2,43.71,7,10,12.32,2,FinTech,MBA,Growth,89.09,1
16,17,0.74,7,1,16.11,1,AgriTech,Masters,MVP,75.24,0
7,41,11.41,8,4,18.0,5,AI,Bachelors,Idea,49.37,1
20,12,28.39,2,7,12.51,4,FinTech,Masters,Idea,6.36,1
17,35,17.64,9,6,0.21,3,FinTech,Masters,MVP,28.35,0
17,43,30.56,5,10,3.81,2,FinTech,Masters,MVP,54.21,1
13,1,1.3,9,1,2.08,10,SaaS,Masters,Idea,85.77,1
14,55,5.91,10,1,7.33,2,FinTech,Bachelors,Prototype,19.55,1
5,45,6.44,5,8,10.08,4,AI,PhD,Prototype,3.33,0
10,15,9.55,7,4,0.96,2,Ecommerce,Masters,MVP,51.47,1
12,26,23.02,9,5,7.03,4,FinTech,Masters,Idea,9.42,1
24,37,37.63,4,7,3.67,3,EdTech,MBA,MVP,57.14,0
0,21,45.29,2,8,12.98,9,AI,MBA,Prototype,18.99,1
5,49,41.79,9,10,9.34,7,Ecommerce,Bachelors,Growth,15.41,1
8,31,9.92,2,7,9.96,3,SaaS,Bachelors,Growth,33.91,1
7,25,22.11,3,2,8.61,8,FinTech,Bachelors,Prototype,55.25,1
10,23,10.05,10,4,19.12,9,Ecommerce,MBA,MVP,49.98,1
21,24,13.3,2,10,4.37,7,EdTech,Masters,Growth,16.92,0
18,57,25.23,3,1,10.38,6,AI,MBA,Prototype,88.02,0
23,38,3.5,6,10,14.75,4,AI,PhD,Idea,2.09,1
8,28,10.99,3,9,11.18,5,SaaS,Bachelors,MVP,-5.66,1
16,21,46.78,10,3,18.59,8,SaaS,Bachelors,MVP,56.3,1
11,54,23.36,8,3,7.62,3,SaaS,Bachelors,Growth,3.57,1
24,43,22.32,6,10,9.33,2,Ecommerce,PhD,MVP,45.54,1
13,18,0.83,7,9,1.86,3,FinTech,Masters,Growth,94.7,1
14,36,12.45,1,10,12.22,7,HealthTech,Masters,Growth,66.84,1
15,35,43.33,3,3,5.84,8,AI,Masters,Prototype,57.92,1
21,45,8.31,3,8,3.29,1,HealthTech,Bachelors,Growth,53.23,1
21,55,20.81,2,2,10.94,7,AgriTech,Masters,Idea,9.75,1
19,9,0.82,7,3,10.69,9,AI,MBA,MVP,37.59,1
0,53,23.97,9,2,1.61,3,SaaS,Bachelors,Growth,27.68,1
9,38,1.15,4,1,13.99,3,FinTech,PhD,MVP,94.84,0
7,58,41.0,5,2,12.51,8,FinTech,PhD,Growth,16.66,1
17,30,41.26,3,8,3.86,4,AI,Masters,Prototype,41.87,1
0,44,39.41,9,9,9.44,8,Ecommerce,Bachelors,Idea,93.19,1
1,34,14.24,4,2,14.43,5,AgriTech,MBA,MVP,76.81,1
0,32,41.88,5,7,10.64,3,SaaS,MBA,Prototype,96.1,0
0,3,27.2,1,5,7.97,4,FinTech,Bachelors,MVP,56.92,0
8,3,18.75,2,3,6.51,4,AgriTech,Masters,Prototype,26.72,1
12,28,31.3,9,9,12.25,8,AgriTech,PhD,Idea,80.93,0
0,44,0.72,2,6,18.79,6,FinTech,PhD,Growth,22.06,1
12,15,7.23,5,1,13.47,7,EdTech,MBA,Prototype,8.13,1
19,41,37.14,8,5,1.59,9,AgriTech,MBA,MVP,67.69,1
21,23,12.28,3,7,9.27,6,FinTech,MBA,MVP,60.29,0
6,40,29.94,6,4,17.83,3,EdTech,PhD,Prototype,86.68,1
1,11,19.32,4,8,1.98,3,FinTech,MBA,Idea,95.81,0
5,48,42.75,7,10,19.78,3,FinTech,PhD,Idea,84.29,1
6,32,47.63,10,5,18.99,10,AgriTech,PhD,Growth,-3.4,1
13,58,44.19,3,9,1.66,2,Ecommerce,Masters,Growth,63.1,1
17,59,13.6,6,9,18.67,1,Ecommerce,Masters,MVP,76.32,0
14,57,9.79,10,9,7.33,10,SaaS,Masters,MVP,98.01,0
1,54,23.77,9,1,16.91,1,FinTech,MBA,Growth,31.21,1
9,36,0.47,10,2,8.43,4,SaaS,PhD,Growth,8.69,1
22,33,1.39,1,3,8.87,3,SaaS,MBA,Growth,83.82,1
11,24,27.71,3,4,12.72,5,SaaS,PhD,Prototype,24.92,1
16,39,26.07,2,10,15.51,9,SaaS,Masters,Growth,55.8,1
7,34,49.73,8,9,0.77,8,AI,Masters,Prototype,32.89,0
10,56,10.17,7,10,11.9,9,AgriTech,MBA,Prototype,34.26,0
2,28,12.98,2,6,3.82,5,AgriTech,PhD,Growth,70.57,0
5,37,5.77,6,1,6.98,8,AI,MBA,Idea,29.76,1
8,7,45.89,3,9,7.02,4,FinTech,Bachelors,Idea,66.24,0
5,4,38.91,8,6,9.43,5,AI,MBA,MVP,-8.42,0
8,37,41.13,10,4,6.75,3,FinTech,Masters,Growth,25.71,1
6,56,45.15,3,4,2.24,5,Ecommerce,PhD,MVP,25.09,1
8,1,26.29,10,3,3.0,3,AgriTech,PhD,Growth,72.37,0
17,1,22.61,9,7,0.77,5,HealthTech,MBA,MVP,24.6,1
11,47,16.59,1,3,9.46,5,EdTech,Masters,Prototype,59.67,0
7,20,29.5,5,2,19.09,6,AgriTech,Bachelors,Growth,65.74,1
7,19,22.77,3,10,2.4,9,AI,MBA,Idea,62.43,1
17,29,22.63,6,8,18.93,1,AI,PhD,Growth,56.36,1
